#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
機関,きかん,"機關(engine), 機構(institution, organization)",lca4WUcR28pVKzl3eyFI
農業,のうぎょう,農業,ld43gOfHIia2xAhyiE1d
パス,パス,"路徑, 傳球",lh2MOdV3VHNfbA7ru3Qn
離婚,りこん,離婚,liOjKmkI55VpzMdqCmjR
駐車,ちゅうしゃ,停車,liz3Guc6XYfVdklEuxIF
保障,ほしょう,保障,lmPCNa7izLKZNHbfuU5q
礼儀,れいぎ,禮儀,loYOQOTScQ72WQ9M9aqE
全員,ぜんいん,全員,lpc3dKiZNnfsxc70FvqR
主婦,しゅふ,家庭主婦,ludvQeRHTqCmXruemaUi
嫁,よめ,新娘，媳婦,lyMovEc39MUsXb6o6U7e
対象,たいしょう,對象,lyj9fgj1soywp96ozi9O
生年月日,せいねんがっぴ,生年月日,lyt68BFEfJsi3JPoPgDY
当たる,あたる,被擊中，成功,lywfJKJPkOGJq0XH9sv0
髪の毛,かみのけ,頭髮,m1RmmTDhwZL87QqeIZ1e
生,なま,出生,m4lYIjtUsHBJ0GIfz0VW
内容,ないよう,內容,m54Z6R3GHJJjfmfEnQuR
覗く,のぞく,窺視,m84DzCTq1h4oUpP4waBd
説,せつ,理論,mCqPiZAdtvBlD1kVaQTO
命,いのち,命,mCsFcC0hij5HOO6q04sB
気に入る,きにいる,喜歡，中意,mFQHpM7QY7FEL4hNTKNo
見舞い,みまい,慰問,mHEl8xDt28BJgJ4LZBPE
人込み,ひとごみ,人群,mISgcPYQvivsrvbMn8Py
意地,いじ,性情，精神，固執，食慾,mJNo9jwDv4rscPMHGYZx
党,とう,黨,mNZ1dn4cCpCmfHbVrEtI
相,そう,相,mOIFlwkllAxpSxXE7a84
解ける,ほどける,解開，散開,mX6LmdcPYyOWp8xXSDIT
食卓,しょくたく,餐桌,mYNQuIAtceJvafUUZZNt
常識,じょうしき,常識,mbJiwNlIKI9RtG7aJuHV
マイク,マイク,麥克風,mbeRnUXkVnttdjjyzO15
両替,りょうがえ,兌換,mfKyZSK0JucCh2AZbd3v
運,うん,運,mfmhLQnr4F3hugWXrYU3
身長,しんちょう,身長,mgUSdIJNrl7vpER9P248
奥,おく,內部，深處,mhobhqfFPYWBUPvcDwkk
年間,ねんかん,年間,mj2xVsqvXPEzFtAMb4bS
収める,おさめる,收納，付款，供應,mjEMGcjSD5JiLn0Sl6j4
男の人,おとこのひと,男性,mjhdPWLQogbueeCTbkdX
良い,よい,好,mlTMQ5E9NslHVgp6dKs3
偉大,いだい,偉大,moGhEPNyJ1DU3IrAaNXY
しかも,しかも,而且，再者，此外,moQAwaN0LBmgzxOGW8PW
しゃべる,しゃべる,談話、聊天、嘮叨,moR8J09IoCMZLSW8loU3
どうしても,どうしても,無論如何,mun45jU7S8MRgNStBs3C
意識,いしき,意識,mvQqS9r9Lh9r1ctgXInO
絶滅,ぜつめつ,滅絕,mw5Tjh5mM2V05apdEg6B
会員,かいいん,會員,mzQImEmqmjynw9QPnArB
上京,じょうきょう,前往東京,n0Bsfe1ZAsYXC08KuzQN
観光,かんこう,觀光,n0VfXUttRxY5TeEzLXEW
組む,くむ,組裝,n2xqckxkAdmxK6AhXMqI
呼吸,こきゅう,呼吸,n4DG8sdxr7X4H2LVUtFS
正式,せいしき,正式,n4YDWMISUpuHXu1oZBTY
苦しい,くるしい,艱苦的,n60M7Cbl148MydJxqFfK
得る,える,獲得，贏得，學習,n6ILg5tbpibhefLQm7k6
診察,しんさつ,診察,n6ZMXAaohTfEGqttq1U6
誇り,ほこり,驕傲,n7AiJfSKsWdCrTaB9jwm
降ろす,おろす,卸下，發射，丟下,n8Yb2rSBPonNEUQBYr2L
豊富,ほうふ,豐富,n93FBnAgksQ5SzNCAoBa
相続,そうぞく,繼承,nGIR75YnSAaeH54lFpDy
同一,どういつ,同一,nI4UR1qnpinzKJnp5Id7
要点,ようてん,要點,nIZeJh1Xgcj9HFDF1Ssn
作,さく,作品，收成,nNfP7C47pjyBNgSWqTaZ
到着,とうちゃく,到達,nO0lUi0VUS1yG9BXaVeL
広告,こうこく,廣告,nPn0n8uounbDEYX2R9z6
独特,どくとく,獨特,nRTlD0vEwJq8ld2tagSu
驚き,おどろき,驚喜，驚訝，驚嘆,nRxkeuU9bUlzdzgR55a9
載る,のる,刊載，被記載,nTeLYrfL9wY7YGbysOqq
校舎,こうしゃ,校舍,nU60FHKmqVdcJqiYVq5o
絵画,かいが,繪畫,nVNmwGuLmGSniyO7vPmZ
パイロット,パイロット,飛行員,nWp9vpuQBiWjmRHZoBP9
かもしれない,かもしれない,可能,nYcqK5VUE70Adq6xnpNU
相変わらず,あいかわらず,一如既往,nciE949simRdt3pHsiTY
映る,うつる,倒映；顯影,ncyuQmHQo2OkU1dTHlVp
プロ,プロ,職業選手,ne5g7vCeHnxQZpYic0ov
夜明け,よあけ,黎明,ngzL1Bat6vg5ENe6NpIN
宅,たく,家,njXNUWuYVGeWqqlmdg6v
事実,じじつ,事實，真相，現實,nkmI2LGk8iLAOlUAaIBu
怠ける,なまける,怠惰，疏忽職守,nnoL2LtOpbFM0Vogh1t2
地方,ちほう,地方,nooRwu32pfD237oq1ICx
恋,こい,戀,ns3ERbcr0XPjd1DNJs0a
添う,そう,陪同，順應,nuPx1514qawSEBizEloN
列,れつ,隊列、排、行,o2fV0B1GrqloBhwYwPhZ
知識,ちしき,知識,o5O5jCqgLXOYzj91b0K7
余分,よぶん,多餘、過剩、盈餘,o9wgowPTUg4ViZIDoZ1g
姿,すがた,"姿態, 外貌",oBq22yLmpdij1CNzEROJ
批判,ひはん,批判,oCeEctubHSRmjUr85KbJ
計,けい,計畫、總計,oDYR14WFZukTHoci3C5P
互い,たがい,互相,oG0RGAodnSP3F6NsE4A7
咥える,くわえる,叼住,oIKSVzWixWpmZ3XlRenJ
積極的,せっきょくてき,積極的,oILgAstD9p8rZcWXpaHE
増す,ます,增加，增益,oKn00R5wcYejHfW8Lbq9
依然,いぜん,依然,oL35arlGpYy6AHBHbcDb
重要,じゅうよう,重要,oOzCYHHZbpTRkuPP5XNu
菌,きん,菌,oQuTbnIzu8meJv5NPdkl
貝,かい,貝,oQyhJLi9gG3XpjDnSjC6
巨大,きょだい,巨大,oW6XFY56I59PUjE3K4nK
外出,がいしゅつ,外出 / 外出旅行,oX0Hn9qAkIck85WK29Gj
掲示,けいじ,布告,oa6Bch7S1XSOkkhml3XY
当たり前,あたりまえ,當然,od40OhwEIq50U0nKiO8N
以来,いらい,以來，從此以後,ofwJXLl65b5G7ZIaHmhd
配達,はいたつ,配達,ogMbItTzx0nGnpWI50sz
たとえ,たとえ,即使，無論，雖然,ohYcWXc0VKRCAl3h3IK3
官僚,かんりょう,官僚,ojMnZ4AEZrGlnxQ5EfsI
武器,ぶき,武器,olJrGXFMA0ZEEFPjwLLm
尾,お,尾,opENjor1BYNJqxGRI9uX
帰す,かえす,送回,opMo2z8RGx2vUBX00oh3
批評,ひひょう,批評,oqNguKtPO31qTupP01py
信頼,しんらい,信賴,ouyVk7xP2DcwBDxXIvHb
迎え,むかえ,"接機, 接送",ovXo11divINQnRdSZSc0
肩,かた,肩,oxBbysPkcRLVOMESygQj
紐,ひも,繩子,oxorxo92eETWP6gq69Lf
読み,よみ,讀取,p17Evo1rzaohYuNnFDK6
位,くらい,位,p1UjeRTaKJ42oKkXMHN3
腰,こし,腰,p1qLBqwdgwUnrfzoPiiz
委員,いいん,委員,p1xkch2ipd8TwNGG5NG8
センター,センター,中心,p2zBnCA4J35yZ0g3lIu7
違い,ちがい,差異，不符合,p3Rqp9WhNAYTu0ucYVoy
数える,かぞえる,數算,p77SgPp5orDlM3BfBWcq
更に,さらに,更加,p7Foauet6SThAbmBCdxR
小包,こづつみ,包裹,p8SMhFvlsIvbgeZRy96Q
事件,じけん,事件,p96n8p9blSshOXUfkJIZ
教え,おしえ,教導，教義,p9IbH0JkRkZrFajL1pTp
操作,そうさ,"操作, 管理, 處理",pFUcmfOh423kB2kBf65A
居眠り,いねむり,打瞌睡,pKKKYBVxxWfzjs2O0YbX
設計,せっけい,設計,pL6ihNmpojHMv6xWmboe
アンケート,アンケート,問卷,pLLAjNan8eDWZvBe6rbw
演説,えんぜつ,演説,pNv4V9cJIF5emVSKbxqY
宗教,しゅうきょう,宗教,pOWbmOPIw8IPJnmL6rOX
末,まつ,末，粉末,pOYcvL9hR9pupeeQu59l
見送り,みおくり,送行,pOiy9dH2szB3mxIvTmfK
採集,さいしゅう,採集,pOkVdDF4Wcm5hQyx6KAB
よろしく (かん),よろしく (かん),請多指教,pUY7gxBAyeK9vMFfNvMb
書類,しょるい,文件,pVUgHH4TxeMQgdL8cQ2W
婦人,ふじん,婦人,pWNiBGOVmbSrfjBLMFZC
国境,こっきょう,國境,paMbYS4QGX8qmMOy3j36
情報,じょうほう,情報,peZxHLteK55lKvA7kcYf
基本,きほん,"基本, 基礎",pfJk0mvMZyrgwO7x9BFp
件,けん,件,pi52i9cb4XDUDBTsoqPK
神経,しんけい,神經,piVkLQ7c5s2UMLJR4FNx
一度に,いちどに,一次過去,ppM3eYnyn0l2FmvTEpBV
差,さ,差異,pvyrlo8A7JLWg828WHQu
楽,らく,舒適，安逸,pwKtnudQ2pNfBIUhJceb
権利,けんり,權利,pxrgohqILPWDR7dspcJR
新興,しんこう,新興,pxtjiTGW4B0xHZ4D26yY
後者,こうしゃ,後者,pxwSgnr1u7UHLOgDXCR0
多少,たしょう,少許,q0GwcZMzSsvBfRNkmOx3
報告,ほうこく,報告,q2M8lRyynrmnFh97lKPK
図,ず,圖,q5DdMATWR2HDRplM04HG
煙,けむり,煙,q9YHFP39XDX9iGN91Qem
科目,かもく,科目,qINfbwHDWwxdu8TnH1UX
観客,かんきゃく,觀眾,qL5aH6UJXyp0JrbI9NRb
積もる,つもる,積累,qQKumXDfpyhPz9rI3jTY
達する,たっする,達到,qSD9WYaEGH60FpJB1iSa
挑戦,ちょうせん,挑戰，蔑視,qSpSgIbPp4WEFBw5rETX
大,だい,大,qTwGLonDuYH3ANllZuRX
野,の,野,qXbY4ov7igbwnoxI8y1u
谷,たに,谷,qZ9i72rAe6m92mjCjlks
句,く,短語,qeIYHh6MNjT4fb4UjsTa
診る,みる,診察,qeb01bJ8t0rtuAeOWCUH
卸す,おろす,批發，磨碎,qfJHMSVMGwbfvlj7ntQj
芽,め,芽,qgkjHHiDuU2yFsx7Gj6j
塵,ちり,塵,qiNINjFXTFgu9RkTXnre
都市,とし,都市,qkT5OLo39JeztbNTrHPs
好む,このむ,喜歡，偏好,qmbtybRyA449ULj6IMxe
訪問,ほうもん,訪問,qoobO9hZTV4aGWnoxAce
歓声,かんせい,歡聲,qqTn35qlzmPrIYzzRsUa
岸,きし,岸,qrFSf4un1yErOwLgaORS
眺め,ながめ,景色、視野、前景,qsskrRMkXNJBxz9r4JSD
と,と,和,qwfFnsO5CySmMIe4rHoX
寧ろ,むしろ,寧可,r6J3Q3z5rqNVnqX637XV
禁煙,きんえん,禁煙,r7M3gyXfVFEwDrYoO63a
格,かく,地位、品格、格式,rAHj7AWo4J84RNctRh3x
深める,ふかめる,加深,rDQ9X9uFCpH4tzDabYQq
具える,そなえる,具備,rDfwr7fMQJKFoGERFDip
役,やく,角色，職位,rDlekJIomeEV1uRUWXG9
繋げる,つなげる,連接,rEofchufqWvp0CvLLThq
擦る,かする,擦,rIA0Czl8slPu4xuM4Q1R
残す,のこす,"留下, 保存, 預留",rKTexSPM8gp7mc77EZSo
宣伝,せんでん,宣傳,rKm0YyLWclBTrSATzqK2
連れ,つれ,同伴，結伴,rNLvMhqUlO6qoCKUauoJ
図書,としょ,圖書,rSIlStdPcydxlpogcPri
挙げる,あげる,舉起，列舉，引用,rSXQtwzDTDplmpKoqbDX
間隔,かんかく,間隔,rTaJWtldnWiZdPGhqx3k
装置,そうち,裝置,rVIs13jHUpfIWpA9EZUR
盾,たて,盾,rWYtbvS75VAatr8AJIvJ
筆,ふで,毛筆,rcwP8AFOunT9xNkzQd8w
鐘,かね,鐘,rdBmXWxSDNQUu90uVHqa
悲しむ,かなしむ,悲傷，哀悼，惋惜,rf1ejKATvoaLqctCrxSQ
理解,りかい,理解,rfoxRh2JaOyszdpeHEZs
ソファー,ソファー,沙發,rgZ1Tugh94DNPGG6AcCb
話題,わだい,話題,ri0EVLzA6YU6U6fL0UMi
体温,たいおん,體溫,rijpECUrwYILCX47tv1F
温める,あたためる,加熱,rlEVzrsOQeVyS2P9mKQB
混ざる,まざる,混合，混入,rm32v4a0p6GDHYKpdJ6F
保護,ほご,保護，照料，庇護,rmtcKToZPGT8H1UIndxv
期限,きげん,期限,rnJRpNXhWnAYSOlG78g5
面倒,めんどう,麻煩，照顧,ruOWQgZYLaH63aV3fsqY
異動,いどう,異動,rvmjDh4n01YH1Xbob61D
誕生,たんじょう,誕生,rza8hxoS73oQ9HgBB1Nf
記念,きねん,紀念,s0QWHqDNxGSTTrh0NuYO
記憶,きおく,記憶,s5NwZ7arWqFTGAWcHCRq
辺り,あたり,附近,s5fCenNzRzO3CjqM2m2l
変更,へんこう,變更,s6nK7ysgMgNOEQEp90a0
賢い,かしこい,賢明的，聰明的,s7kEXZiC7Y8ba3J3AT3P
設備,せつび,設備,sAlYU8H9BbLasg2xXXSf
症状,しょうじょう,症狀,sB7G1neBC9Dh4q2fQ158
製造,せいぞう,製造,sFZqfB1bg76bjAHbNkIN
効果,こうか,效果、結果,sG77Z5gaXiHJtUg4jzvI
決まり,きまり,"決定, 結論, 規則",sIP5gBN6Ybim70nA39GX
防ぐ,ふせぐ,防止、防禦、保護,sJeOtRlzslfJ52k1FU25
意外,いがい,意外,sLCXwCBG3pE28vqPS7Kf
享受,きょうじゅ,享受，被給予,sMQK548p8JxXqbWC0IYx
年代,ねんだい,年代,sMXpBjMj6FzXVo4b3MSx
合計,ごうけい,合計,sOqLukAfgMGhXTI5ToQj
軍隊,ぐんたい,軍隊,sQeShdi8p9NDvER47sZj
ずれる,ずれる,偏離，離題,sTtO2XiFMjf19Bdyt5Yb
続き,つづき,續集，延續,sUbqBPZZ27QrQ9LzZWaw
それぞれ,それぞれ,各自,sVgAz34WjwdYtszfenwN
共同,きょうどう,共同,sXLEbzEBjEXsY90JEnre
迷子,まいご,迷子,scyH5Scv2emwzYHcamHN
節,せつ,曲調，音調，旋鈕,sjUvKbDqgGx2RJGggdIY
後輩,こうはい,學弟妹,skc1XYDZHPmcLDY6C0ej
非行,ひこう,非行,suw9qUnjdEMYQBewmAu6
コンテスト,コンテスト,競賽,svx60Uh5OFWfwQXgUgQF
誤り,あやまり,錯誤,swBdSHGD9f4aB5jaY9o0
梅雨,ばいう,梅雨,t3Pr7r6tvTZjs0DJLnQM
速度,そくど,速度,t4owuohfrzrXNDirtPrr
にっこり,にっこり,甜蜜地微笑,t4r8qk86iteZNbweP3Mw
玉,たま,球、球體、硬幣,t6MYd3xw3pYyy4jKP6JM
自身,じしん,自身,t8A7q6RHgBdg8pHZKLk9
幕,まく,幕,tAblYdIyziSuY4Bnfqi0
荒廃,こうはい,荒廢,tDfsNkuSbm70PuUiTIFT
菓子,かし,點心,tIPbaQkibbvozkZ7VS9S
供,とも,隨從、伴侶、侍從,tNe0HTDnCQal9MRpS5JD
文明,ぶんめい,文明,tPnPYvYswPw0DMbmLptD
繋がる,つながる,連結於，與...有關,tTQwXU8SU14IqdN5ote3
畳む,たたむ,摺疊,tXOXuR227eA2htxs3HaS
程度,ていど,"程度, 數量, 水平",tYExsYAOuePe78jaiAni
騒ぎ,さわぎ,騷動,taF4BAFxFoUi9NTAbLTa
音,ね,"聲音, 音符",taKbuzPowuYPFBvY5JCR
違いない,ちがいない,肯定，沒錯，千真萬確,tbB8UtnmGB1BT11jexyy
破れる,やぶれる,撕破，磨損,tcQf4bkrRoaf4Br4mEBo
不利,ふり,不利,tdD9I68OorkJ67Lq4TZp
できれば,できれば,如果可能的話...,tgtYgNRJzxaimWeHqmqV
付く,つく,附近，附著,thB5JdTHO795RcarcyMM
不足,ふそく,不足,tmnlfgNTb9TzPkeEHTvx
お昼,おひる,午餐，正午,tnHAyh4i9qthlMbm4j7R
たまらない,たまらない,無法忍受的,tp7P93bBDcDlJxOTpWlE
破産,はさん,破產,trJGcCzYQc5xFlKei4JG
生長,せいちょう,生長,twaQNLlKCfRMOPwvUmnd
歌謡,かよう,歌謠,tzKqnkvMn2gTTJ9fcHBm
ミス,ミス,失誤、錯誤、失敗、小姐,u3Fgd95xxWqilCYIEVcc
罰する,ばっする,處罰,u98fcyULnSybeVXgWS98
守る,まもる,保護，遵守（規則）,u9ncfzZDlEcLwZdobS7d
物質,ぶっしつ,物質,uB8ROIuc949vT1NWRXwb
発達,はったつ,"發達, 成長",uDyDLpif9itYttsKbJIk
衣服,いふく,衣服,uEZPgurZ1Fugg8Fw8F5a
抜く,ぬく,"拔出, 省略, 拔掉插頭",uFELYuu64CTawC77Z3j5
広まる,ひろまる,傳播,uFsJ9CNIAMYNW4vH7bMJ
週,しゅう,週,uG5Hm82L3UIGMdNqpVMm
感じる,かんじる,感覺,uHLq1i4uf97akQbSSQaa
蒸す,ふす,"蒸, 敷, 悶熱",uI5u8ZKzZbwtp1p9j4TF
大統領,だいとうりょう,大統領,uJVGOIXFOep8tHhXAPKt
申し訳,もうしわけ,歉意、藉口,uKKHVxrs1R1QO74MC9qQ
トップ,トップ,頂端,uM0p6jDwihYWUOCcVXMB
狂う,くるう,發瘋，失常,uPLRfBIMJCgVRjHMrzVi
地域,ちいき,地域,uQGqWfE0VjDo3n3MwzmF
不,ぶ,不,uRCJioXmKxUqyVWvlImt
課,か,課,uTme1FAJrEYXA96g8HEn
椀,わん,碗,uUKY07WBngsDfSaQZlD1
被害,ひがい,損害,uVFR67TBUfmQBJ3DJxjM
カー,カー,汽車,uWdZd5ZZ49cjuTJS5PKv
新た,あらた,"新的, 新鮮的",uZcLr6SnIBvcp2gTjeje
警告,けいこく,警告,uaABIX0265C7gqr2V2y0
名,な,"名稱, 名聲",uaGLWIydaMNu3NVmTD9F
一人一人,ひとりひとり,每一個人,ubE5A8auYlou9LTAtJa3
活用,かつよう,活用,ubKcjvhGtrHx0OYDcDni
遅刻,ちこく,遲到,ud4g2uBvvyjddccT52hp
値,あたい,價值，價格，成本,udMdOGcPvrOCk2eiDVSj
精巧,せいこう,精巧,ueD8BFMrItznnsKSdGBA
現実,げんじつ,現實,ufR9nHQMzp1ABz5buEl1
革,かわ,皮革,uhU987FtTkRHqqqGGx8W
徹底,てってい,徹底,ujMABiCDf7gNe75G4tuH
気付く,きづく,注意到，認出，察覺,upHyatoPfyYDtUvgEnTP
お喋り,おしゃべり,閒聊,uqVmKEBHDHdPt9APECTz
ストレス,ストレス,壓力,uuIYWYTQ7dPQGaRVhNBA
残り,のこり,剩餘,uuNNVFRY5BYmJagQMpKG
出身,しゅっしん,出身,uudBY3n03Wc2Ea6UFS0S
終える,おえる,結束,uuqmEWhpioCgBUHaTitf
飛び出す,とびだす,跳出去，衝出去，飛出去,uv8SPdUdgnxYQTR7exDj
有能,ゆうのう,有能,v0bA7QfovBKtpObxYCY7
量る,はかる,測量，稱重，測繪,v13o9dl1Hyyf6w9s0uqZ
宿泊,しゅくはく,宿泊,v23Ms4xlyP6jne0IlZEQ
声明,せいめい,聲明,v2MMndkzHqmJ9rBH7Utd
どこか,どこか,某處，任何地方,v5B6dEuRGUhHQC4S8eyP
資源,しげん,資源,v5YlI4YOzGB45bKL8H1i
進歩,しんぽ,進步,v6dSXerXdQJAtFvURbBl
実施,じっし,實施 ,v96rhYcKuBkM307eL8ET
眺める,ながめる,凝視,vBemDLLxXs14dorZo1NK
巣,す,巢,vGkzp8PH3GGaMvL5vw6t
一方,いっぽう,另一方面，同時,vHbSuPiw9wJHYamUodU7
利口,りこう,聰明，精明，伶俐,vIIEOelZkCpdoiY4KXcu
炊く,たく,煮飯,vKpgUMWb6L106YBqvPx0
来,らい～,下,vMY653Pj0zijATcN0wEm
命じる,めいじる,命令，指揮，任命,vObfO4Xv2ldCAHU7fZpu
罪,つみ,罪,vPl6p7EjiLKe4P1pkPyY
人工,じんこう,人工,vSCZnrK1GezuWvyCWyqi
代る,かわる,代替，取代,vU9qIkcUIR6PHM4a1krC
ドレス,ドレス,洋裝,vW6olAAni1DnkEmxq1Gn
裁く,さばく,審判,vWcyWurDHHZ07QkEH37e
預ける,あずける,寄放，委託,vZd8gsaKEjB1lTAnQGkn
証明,しょうめい,證明,vaytQDPt2SYIT19sAZyK
一言,ひとこと,一言,vhVqaATauT4rdYYOcUaG
インタビュー,インタビュー,採訪,viAkpScaazZIV419uxjU
正直,しょうじき,誠實，正直，坦率,vlqBJbkY6QjCZi1LgiGf
自殺,じさつ,自殺,vpcFWgTMl7vkzDqUuQvM
成績,せいせき,成績,vtPANdvfFTnZxogurywR
わがまま,わがまま,任性，自私，固執,vtswZLvF4gpcv516A2nD
支給,しきゅう,支給 / 津貼,vwpwrcwqyfAIR8kKMmIO
結局,けっきょく,結局,w0O9ng5tTRKhngoYmXHu
ジェット機,ジェットき,噴射機,w0gmRcAz9nEJS3aAWub7
動揺,どうよう,動搖、惶恐、震驚,w10qxaIxEsxsLuQFhag9
美人,びじん,美人,w3rO4OGBLJ25qA23VOdp
身,み,身,w4LKe0ap01qEJaxRCgd0
抜ける,ぬける,脫落，掉出來，被遺漏,w4PeFGpH3IcHU4WsosOz
気温,きおん,氣溫,w4sBnqfA9SXrHpBS3Hz1
金融,きんゆう,金融,w6WxdYekhzuXl5PdvFSU
中,ちゅう,中,w9YDpOOE1a5a64qMRAxv
外す,はずす,卸下，解開,wAH2iZptF4TVjAkbhYOi
墓,はか,墓,wCW5F503I4DLrSHlkzXG
便,びん,方法、途徑；航班,wEc7IFXKiJptfsdwwOzT
治療,ちりょう,治療,wIaUj3o2LHdidZWXSTmW
暮れ,くれ,年末,wIvORV6Rz8ruUDGS10LC
結ぶ,むすぶ,結束、綁、連結,wJLFl43POpYUaLGeFUaz
平ら,たいら,平坦、平滑,wKA7VuDetgrSuSoVvvMN
負う,おう,負擔，欠負,wMmovD3Zkd1iu09bFsp8
現金,げんきん,現金,wNkaDNyYMgGH2ECOA1lE
学習,がくしゅう,學習,wRiVjbxfHjNVteiACUoM
不,ふ,不,wSJe3stU1pM3kwAdENuI
空,から,天空,wUw4OlSwpkUcHoA1Dotz
お辞儀,おじぎ,鞠躬,wXTSOMkzw1Xn7IIfPHRW
決定,けってい,決定,wXc4XF42CQSzSHKlUc4H
撒く,まく,撒，散佈，播種,wawpAWf1Odf4gMck0WFj
映える,はえる,顯得亮眼,wdtzYcebeG21SADVTzJg
真っ赤,まっか,深紅，臉紅的,wenOTcAvKlOP8QVxyvvf
券,けん,券,wh7hUvrcwsgtM3Cf527m
適する,てきする,適合,wiGMEZEGYOyJyXpYbuU4
先行,せんこう,先行,wjIRPnk550LllVMh1S6j
維持,いじ,"維持, 保存",wmZd0cjiNycRHlMaWRUC
訓練,くんれん,訓練,wn9sbdg6hi6AVgPTgw42
ピクニック,ピクニック,野餐,wnl0YnP2GqF87zLVrdcM
経営,けいえい,經營,wqREUdEmq1V3UFU0aa80
選手,せんしゅ,選手,wr9kG8XGFlhGBFHTd9nu
学期,がっき,學期,wt1JoBTtBWhdC4mha8dD
織る,おる,織造,wt2AZJ2ps3s7lhC8kqQN
セット,セット,組合,wtlX2K7Lx4oV5Yq7FAEf
勘定,かんじょう,計算、計數、考慮,wxsPayWOaNXTCDEDv0iK
猿,さる,猴子,wyUh7BHx2tkZmCzgPjhE
汗,あせ,汗,wzxTuQmWf7QjiWw4QhLj
含める,ふくめる,包含,x30a265UmpDKu47cUKMa
刀,かたな,刀,x3OISYBmNNNr78r3MVrC
地,ち,地,x3bLdxWloztjioQOjF9W
トレーニング,トレーニング,訓練,x4zaPjuHrDSVvpfGavJi
活躍,かつやく,活躍,x6774iWX4SM56R8Ff2EM
例,れい,例,x7sUhFOsF6BO5lUYS7xJ
株,かぶ,股票；樹樁,x8wHrrl3qsA7g0UdJNfs
泥,どろ,泥,xALPBXpJiNnJShxoQVPg
通じる,つうじる,通往，溝通,xBs3fRvHX6LIWCMNqPcB
レベル,レベル,水平,xE0PAUP21Rgv4FIWi921
がっかり,がっかり,失望，灰心，喪氣,xFYG6y1XpcnQLxs5WNDs
通行,つうこう,通行,xGv7vvWCAGCGfHnUVowB
切れる,きれる,鋒利；斷裂,xKYaBwIOyYhL0pdhh7tx
追い付く,おいつく,趕上,xMK4c8cP3KTcKJ11giof
夢中,むちゅう,入迷,xNLlMxpjpqVVLfz2JZRC
幸い,さいわい,幸運地,xP1oprTVj3ET2USvTdvm
消費,しょうひ,消費,xPC2bCznhK3qeZhSDEq6
ところで,ところで,順便一提,xPKtJmyKh80Hd9eYBsmK
寄付,きふ,捐款,xRLBAKNodNm4rJl2I6OO
重ねる,かさねる,堆疊，加上，堆積,xTkbnUXl9RBaRqIdDCYU
知事,ちじ,知事,xZCfAVkqLRYrMbxWySUO
すっぱい,すっぱい,酸的,xZbgasOts9zUGE43Lgeu
中学,ちゅうがく,中學,xasxocy3YVSS2LpRNjij
困難,こんなん,困難,xbYmoPu8tJgUu6U7J829
恋人,こいびと,戀人、愛人、女友,xc3Y1t3MVxhGJjkqkfwv
食料,しょくりょう,食料,xc90v6QVNcJn76PsV5Dh
女史,じょし,女士,xctZB8yhAjLXgr5DlEWP
断つ,たつ,切斷,xfjQBNpXxmegquJQZFTN
文,ぶん,句子,xlCIKNPaYaxcMG2i0Y2a
負け,まけ,敗北,xp0jdz2xAdQql0Lh2Xvt
講演,こうえん,演講,xqW3Pz9xJvdyueBR43j6
着ける,つける,穿戴；停靠,xqkyXfW7i0mQOEWWiRGW
いつまでも,いつまでも,永遠,xtYll69jba9ZqFtRYlLv
安定,あんてい,"穩定, 平衡",xu2RkcKP6z4kF5ohmJhp
癌,がん,癌,xvATXMdiiGo0pmVyF6AT
奇妙,きみょう,奇妙,y1jwV7BrZBv8mNyVRZoU
或,ある,某些,y6n359RudGmY0FI8IJie
譲る,ゆずる,轉讓,y95U9kYTmBObExGboAbK
いたずら,いたずら,惡作劇,yAb2ba0Qi31EGUv6RIzf
虫歯,むしば,蛀牙,yBh14AHcB2Nqt0wSqkvJ
縁,へり,緣分,yByOU9FL0L5TbEVql1Rj
逆らう,さからう,違反，反對，違抗,yDwxP8haIx33W2gkwil6
掻く,かく,抓,yELJQJZj2SA1Rs6KNBih
約,やく,約略,yFc1kM6L8qEjPvYzSdio
指揮,しき,指揮,yHyN8h5FeVbD98Jq41bv
綴じる,とじる,裝訂,yKVJos0IO5pBXv6c55Y0
訴える,うったえる,抱怨，訴諸，控告,yMGcH4ItWmSKgw6usGr3
苦,く,苦難、煩惱、困難,yNNxXk3fBZhNPBMXzb1h
適切,てきせつ,適切,yQ5VMB1CBs58uwBkUvVe
並,なみ,中等，普通,yQ9be8tWSTsyUcssTXsW
膜,まく,膜,yQuVb4TbnNs565iXegLS
今回,こんかい,這次,yR3MKKczV9JK2JR81gtA
助かる,たすかる,獲救；有幫助,yROvcSMkZsNzd1OuuJJu
旗,はた,旗,yVrHIrpjBw9EDcjRpVfu
発車,はっしゃ,發車,ybwvuWYh2WtHaTJI8a1w
近頃,ちかごろ,近頃,ygBZmZqOkt3fBBRhyPuy
餌,えさ,飼料，誘餌,yi1WWK4aTn4X7jZ5S370
出会い,であい,相遇、邂逅,yipWuArHvr3rE581sPmR
正午,しょうご,正午,yjpDJwcyXGynLMmettlM
金銭,きんせん,金錢,yln5i8Rn4dLM8R1AvGHj
暗記,あんき,背誦,ymO8MHjpVYwz2ff370e4
交際,こうさい,交際、往來,ynhdZbQVEsU3gYoa9Lfu
